"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
699,42.14,3.8,4.31,5.64,4.21,6.14,3.63,2.16,2.51,3.7,5.79,3.83,1,0.78,2.52,0.87,3.54,3.37,4.31,4.03,4.2,5.56,3.6,4.91,4.24,3.65,4.34,3.55,3.24,4.35,2.86,3,2,1.14,"Female","I find myself believing in God some of the time, but not at others","Daoist","Catholic","No, I’ve never had an experience like this.","No","Japan"
700,40.7,3.52,3.05,6.75,5.57,1.46,2.7,2.17,3.53,3.68,6.3,2.47,1,1.76,1.15,1.75,2.71,3.19,4.39,3.53,2.37,4.17,3.24,3.66,5.42,5.57,4.68,4.78,3.56,4.35,4.02,2,2,0.64,"Male","Don't Know","Rationalist","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
701,36.8,5.59,4.32,4.99,4.93,5.59,2.85,3.29,4.5,2.94,6.2,2.63,1,1.87,0.84,0.74,5.23,5.77,3.91,4.31,2.91,3.43,3.85,2.45,3.01,4.83,4.72,2.63,4.64,3.14,4.87,1,1,1.46,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Agnostic","Daoist","Yes, I’ve had an experience like this.","Yes.","Japan"
702,40.48,4.31,3.09,4.07,3.05,2.71,2.85,4.12,1.43,1.4,4.31,2.19,1,0.99,1.11,0.42,4.61,4.25,4.74,4.38,4.32,6.23,4.35,4.06,5.24,3.99,3.89,3.97,3.55,3.99,4.42,2,2,1.31,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Shinto","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
703,40.42,5.94,4.71,6.56,4.71,4.73,4.83,3.43,1.76,1.44,7.15,1.77,1,1.59,1.92,1.56,2.54,4.29,4.71,4.62,4.15,3.87,2.38,4.47,4.58,4.03,5.4,3.25,3.12,2.68,2.9,3,2,1.3,"Male","Don't Know","Daoist","Orthodox","No, I’ve never had an experience like this.","No","Japan"
704,34.62,4.25,3.42,5.94,4.12,6.87,6.12,3.52,2.18,2.34,5.77,2.55,1,0.6,0.72,1.31,4.02,4.06,3.34,2.93,4.6,3.36,4.97,3.7,3.47,3.97,5.03,4.27,4.21,2.62,2.98,3,1,0.86,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Buddhist","Orthodox","No, I’ve never had an experience like this.","Yes.","Japan"
705,36.15,4.28,3.65,2.96,2.65,3.34,5.08,4.25,2.71,1.23,4.35,3.1,1,1.29,1.09,1.28,2.72,2.63,3.68,4.63,3.95,3.47,3.4,3.62,2.2,3.28,4.35,4.52,5.72,3.97,2.02,2,2,1.29,"Male","I know God really exists and I have no doubt about it.","Confucian","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
706,42.71,3.48,4.44,3.95,2.85,5.28,4.93,2.39,2.81,4.13,4.78,1.46,1,0.89,1.46,0.92,4.76,4.7,4.68,4.12,5.16,5.27,3.94,3.07,4.34,4.94,4.71,4.7,4.46,3.35,7.8,2,1,1.55,"notSpec","I know God really exists and I have no doubt about it.","Seeker","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
707,45.62,6.95,2.22,2.87,4.61,4.44,1.69,3.14,1.89,1.22,4.05,2.69,0,0.99,0.17,0.42,3.65,4.38,5.24,4.77,3.77,4.01,4.53,4.1,4.52,4.11,3.63,4.54,3.82,4.76,3.96,2,2,0.59,"Female","While I have doubts, I feel that I do believe in God","Buddhist","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
708,42.75,5.34,3.63,6.13,4.65,5.73,3.78,2.73,3.65,3.17,6.17,3.76,1,0.77,1.13,0.57,2.47,2.82,3.93,3.32,2.48,3.09,4.93,3.73,3.77,4.35,4.87,2.81,6.36,5.3,3.09,2,2,1.18,"Female","Don't Know","Daoist","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
709,35.2,5.15,2.92,5.25,4.2,5.25,3.96,1.5,4.85,3.16,5.42,3.2,1,1.05,1.28,1.58,3.11,5.95,3.84,5.49,4.28,3.35,3.51,4.3,3.22,4.1,4.93,3.8,5.38,4.45,3.31,2,1,1.01,"Female","I find myself believing in God some of the time, but not at others","Confucian","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
710,39.47,3.35,3.62,5.9,4.7,5.26,3.58,2.44,1.66,2.63,5.69,3.39,0,0,0.03,-0.74,3.77,4.1,4.11,2.42,3.98,3.82,4.39,5.24,4.28,4.14,2.67,4.11,4.56,4.07,3.45,1,2,-0.14,"Female","While I have doubts, I feel that I do believe in God","Rationalist","Protestant","Yes, I’ve had an experience like this.","No","Japan"
711,43.05,5.75,0.35,3.51,4.84,2.99,3.63,1.51,3.8,1.27,4.59,2.48,1,1.11,1.02,1.21,4.52,2.88,5.41,4.89,5.68,4.32,3.9,2.37,4.74,4.92,2.68,3.41,3.4,5.44,4.62,2,1,0.69,"Male","I find myself believing in God some of the time, but not at others","Rationalist","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
712,43.59,4.92,3.02,4.47,3.95,6.44,3.16,4.39,2.83,3.92,6.07,2.84,0,0.18,0.77,0.75,3.48,3.75,3.73,4.45,0.6,5.12,3.29,3.75,3.7,5.69,3.91,3.28,2.59,6.07,3.09,1,1,0.94,"Female","While I have doubts, I feel that I do believe in God","Hindu","Catholic","Yes, I’ve had an experience like this.","Yes.","Japan"
713,39.96,5.25,0.24,4.31,3.99,7.67,4.2,1.7,3.64,4.71,4.38,5.13,1,0.82,1.5,1.35,2.75,3.38,1.97,3.57,2.49,4.33,3,3.93,3.37,3.47,3.34,3.56,5.36,3.67,4.91,2,2,1.59,"Male","Don't Know","Seeker","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
714,39.12,5.34,3.97,4.9,3.98,4.23,3.96,2.39,4.28,2.43,5.33,2.06,1,1.34,1.67,1.62,4.03,4.02,4.17,3.29,4.96,3.06,3.65,4.69,3.35,2.37,4.81,3.84,3.51,5.45,2.93,3,1,1.67,"Male","I know God really exists and I have no doubt about it.","Christian","Protestant","No, I’ve never had an experience like this.","Yes.","Japan"
715,40.63,4.7,4.13,7.05,4.94,5.47,1.25,3.13,2.17,3.55,7.19,3.48,1,0.94,1.64,0.66,3.48,2.98,4.49,4.3,3.64,4.88,5.53,3.65,2.28,3.83,2.57,3.28,4.42,5.06,6.14,2,2,2.3,"Male","Don't Know","Atheist","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
716,48.98,4.56,2.49,4.09,4.43,7.41,3.83,2.58,4.82,3.37,5.49,3.6,0,-0.13,0.28,0.16,4.7,4.83,4.81,3.03,4.77,2.38,4.26,3.64,4.14,3.47,4.21,4.36,4.88,4.98,5.06,2,2,0.96,"notSpec","While I have doubts, I feel that I do believe in God","Buddhist","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
717,39.4,4.75,2.88,4.15,3.91,7.06,5.24,3.52,1.46,4.45,4.43,1.8,1,1.31,1.2,1.57,6.35,4.16,4.49,6.07,5.26,4.7,6.05,3.42,3.27,4.52,3.72,2.89,4.72,2.44,5.37,2,1,1.28,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Sceptic","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
718,41.37,4.29,1.68,4.3,4.07,5.96,6.31,1.81,2.03,1.25,4.56,1.83,1,1.96,1.18,1.02,3.59,4.1,4.35,4.02,4.01,4.06,3.82,3.76,3.66,3.76,4.66,3.11,2,3.32,4.61,1,1,0.97,"Male","Don't Know","Buddhist","Sunni","Yes, I’ve had an experience like this.","Yes.","Japan"
719,43,4.58,2.68,3.74,3.84,5.93,3.34,2.95,2.08,2.15,4.84,3.51,1,0.79,0.92,1.4,2.45,4.72,5.35,3.94,3.73,2.96,3.03,4.04,2.99,3.09,2.77,3.57,3.12,3.59,6.44,2,1,1.06,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
720,41.72,3.7,5.13,4.31,4.27,6.54,2.98,4.93,3.2,2.25,4.59,2.9,1,1.2,1.91,1.37,4.78,4.79,3.78,3.06,3.38,2.86,3.27,4.1,3.44,3.81,3.41,4.03,2.3,3.74,4.62,3,2,0.65,"Female","Don't Know","Muslim","Other","No, I’ve never had an experience like this.","No","Japan"
721,39.44,4.29,1.89,5.59,4.3,5.35,5.14,3.2,3.48,1.86,6.01,3.53,1,0.78,1.41,1.97,4.85,4.57,6.5,5.94,4.94,3.42,2.77,3.93,3.59,4.41,2.5,4.41,4.56,4.66,4.47,2,2,1.18,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Confucian","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
722,34.47,2.97,3.54,4.95,3.85,5.22,4.99,4.63,2.09,3.76,5.65,1.41,1,0.84,1.1,1.4,3.77,4.94,3.87,4,4.05,4.16,3.73,3.72,2.2,4.87,3.26,4.67,3.46,3.92,2.72,3,1,1.43,"Male","I know God really exists and I have no doubt about it.","Sceptic","Protestant","No, I’ve never had an experience like this.","Yes.","Japan"
723,35.59,2.97,3.92,4.3,2.9,3.91,3.18,1.52,4.54,2.84,4.25,2.07,1,0.9,2.25,0.47,4,2.73,2.75,5.24,4.17,5.65,3.91,3.85,3.42,1.99,1.9,3.13,4.61,3.21,3.82,3,2,1.03,"Female","Don't Know","Agnostic","Catholic","No, I’ve never had an experience like this.","No","Japan"
724,45.15,4.8,3.02,4.94,4.5,5.07,3.15,2.64,5.25,2.9,5.38,3.13,1,1.43,1.41,0.68,3.53,4.47,3.61,5.68,4.49,5.71,4.95,4.43,4.35,2.15,4.1,3.79,4.36,2.22,3.72,3,1,0.63,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Seeker","Other","No, I’ve never had an experience like this.","Yes.","Japan"
725,35.51,4.46,4.01,3.15,3.56,3.83,2.32,3.2,4.15,1.41,4.48,2.89,1,1.48,1.32,1.27,4.81,5.26,3.99,5.5,5.25,4.24,3.78,4.81,3.92,4.61,3.78,3.45,4.2,4.37,3.08,2,2,0.79,"Male","I find myself believing in God some of the time, but not at others","Buddhist","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
726,42.8,6.48,1.91,2.14,3.67,3.75,5.38,1.85,4.4,4.55,3.6,0.83,1,1.23,1.29,1.45,4.86,4.48,3.56,3,6.18,3.31,3.51,2.66,2.82,3.82,4.89,2.78,4.75,3.96,4.7,3,1,1.15,"Male","I know God really exists and I have no doubt about it.","Hindu","Buddhist","No, I’ve never had an experience like this.","Yes.","Japan"
727,40.72,6.24,3.73,4.07,4.82,4.21,3.98,1.21,1.76,2.7,4.51,3.76,1,1.54,1.2,1.23,4.67,5.32,3.54,3.43,3.6,3.7,4.81,4.05,3.8,5.55,5.24,2.66,2.95,4.29,5.16,1,2,1.28,"Male","I know God really exists and I have no doubt about it.","Confucian","Other","Yes, I’ve had an experience like this.","No","Japan"
728,45.58,5.48,1.89,5.05,4.48,5.92,4.79,3.77,3.48,4.26,4.75,2.64,1,1.03,1.08,1.33,3,5.03,3.52,4.58,5.01,3.42,2.91,4.49,3.3,3.78,4.92,4.27,4.11,5.57,2.38,3,2,0.93,"Female","While I have doubts, I feel that I do believe in God","Daoist","Jewish","No, I’ve never had an experience like this.","No","Japan"
729,35.78,3.09,3.7,4.86,3.88,4.8,4.61,2.67,3.39,3.57,4.77,2.92,1,0.8,1.37,0.52,4.29,1.55,5.52,4.17,3.9,2.89,3.83,3.6,3.5,4.5,4.68,3.98,2.84,5.38,1.87,3,2,0.05,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Non-religious","Hindu","No, I’ve never had an experience like this.","No","Japan"
730,43.17,3.42,3.23,3.7,2.5,3.51,3.18,2.36,2,1.24,4.95,2.39,1,1.61,2.13,0.97,3.57,2.85,3.75,2.78,5.22,4.13,3.12,5.12,4.34,2.91,4.83,4.55,4.83,4.85,2.45,1,2,0.19,"Female","Don't Know","Humanist","Catholic","Yes, I’ve had an experience like this.","No","Japan"
731,40.56,4.55,3.52,6.15,4.59,3.09,4.47,4.36,1.42,3.97,5.85,2.42,1,1.29,1.14,0.11,4.14,5.12,3.39,3.47,3.45,3.57,3.36,4.02,4.28,2.63,4.8,2.33,2.03,3.61,4.56,1,2,1.87,"Male","I don’t believe in God","Sceptic","Protestant","Yes, I’ve had an experience like this.","No","Japan"
732,41.96,5.42,2,4.5,3.98,5.72,4.86,2.84,3.66,2.44,4.39,2.94,1,1.74,1.53,0.25,4.96,6,3.67,2.99,2.86,2.93,3.53,4.47,3.84,3.84,4.42,5.97,3.78,4.9,4.14,2,2,0.72,"Female","I know God really exists and I have no doubt about it.","Free thinker","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
733,36.8,5.69,3.31,5.95,6,4.13,6.61,3.3,3.17,1.39,6.01,2.94,1,1.49,1.16,0.54,3,3.34,2.96,3.03,1.74,3.9,4.58,3.48,4.06,5.28,3.78,2.85,3.47,3.7,3.57,3,1,0.7,"Male","I find myself believing in God some of the time, but not at others","Spiritual but not religious","Confucian","No, I’ve never had an experience like this.","Yes.","Japan"
734,36.51,6.19,3.67,2.51,3.83,5.19,2.9,1.59,2.61,4.34,3.9,2.01,0,-0.61,0.55,0.71,3.56,4.4,4.02,4.79,4.1,3.61,3.16,1.72,3.95,3.32,4.84,3.75,3.74,4.47,3.1,1,1,1.07,"Male","Don't Know","Non-religious","Sunni","Yes, I’ve had an experience like this.","Yes.","Japan"
735,40.99,5.21,4.2,2.68,3.43,6.89,1.26,3.28,2.71,2.77,4.93,2.2,1,1.54,0.34,1.12,3.68,4.76,4.76,2.98,4.48,4.36,3.93,4.19,4.51,3.19,6.5,3.38,3.33,4.9,3.7,1,2,1.23,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Atheist","Jewish","Yes, I’ve had an experience like this.","No","Japan"
736,43.31,3.97,2.26,4.26,3.28,5.5,3.35,3.34,3.77,2.75,4.9,3.84,1,1.7,0.95,0.77,3.02,5.31,2.63,3.95,3.39,4.32,5.68,4.18,3.62,5.24,5.11,4.68,3.74,4.59,6.18,2,2,1.33,"Male","I don’t believe in God","Atheist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
737,37.54,4.28,5.2,4.94,4.3,5.37,4.23,1.73,4.29,4.17,5.55,2.17,1,1.32,1.73,1.86,4.26,4.36,2.86,4.25,2.55,4.57,4.49,3.75,3.11,5.15,3.99,2.11,3.21,2.65,2.6,1,1,0.9,"Male","I know God really exists and I have no doubt about it.","Muslim","Catholic","Yes, I’ve had an experience like this.","Yes.","Japan"
738,37.93,3.95,3.21,5.15,3.74,5.66,4.15,2.32,3.17,3.27,4.76,3.21,1,1.23,0.11,1.19,4.28,2.81,3.61,2.63,4.64,4.17,3.97,4.15,5.27,4.57,3.82,1.04,2.2,5.35,2.18,3,2,0.88,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Buddhist","Hindu","No, I’ve never had an experience like this.","No","Japan"
739,37.51,5.42,3.81,4.45,5.28,7.5,4.59,2.19,1.73,1.11,5.18,1.55,1,1.79,1.65,1.92,6.42,4.97,5.13,3.77,5.31,2,4.71,3.79,3.9,5.59,3.44,2.56,4.04,3.39,2.53,2,1,0.6,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Daoist","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
740,45.94,2.72,5.4,5.82,4.62,4.82,3.6,3.01,1.06,2.46,5.05,4.21,1,1.69,1.05,1.5,3.21,4.36,2.88,3.81,3.21,3.07,2.73,2.84,3.64,4.32,5.58,3.99,4.95,3.66,3.5,1,1,1.06,"Female","I know God really exists and I have no doubt about it.","Sceptic","Orthodox","Yes, I’ve had an experience like this.","Yes.","Japan"
741,39.22,5.49,2.84,3.57,3.83,5.32,4.25,3.71,3.71,4.2,5.45,3.89,1,1.15,1.44,1.22,5.46,3.97,4.99,3.19,3.06,5.59,3.61,3.4,3.36,4.55,4.19,4.82,4.56,4.52,4.55,1,2,1.07,"Male","Don't Know","Other","Protestant","Yes, I’ve had an experience like this.","No","Japan"
742,39.8,4.16,4.26,4.81,5.25,6.49,1.77,4.65,2.65,2.17,5.8,3.03,1,0.61,2.26,2.02,4.78,4.33,4.56,4.95,5.28,4.85,3.29,4.3,4.65,7.71,4.66,5.14,2.84,4.71,4.52,3,2,0.92,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Catholic","No, I’ve never had an experience like this.","No","Japan"
743,43.74,6.27,2.88,2.52,3.97,6.21,3.78,3.41,2.37,1.94,4.45,1.28,1,1.25,1.62,1.37,3.61,4.23,4.74,4.11,4.16,2.52,4.48,5.24,5.52,4.68,4.71,2.76,4.69,3.77,2.28,1,1,0.77,"Male","I don’t believe in God","Hindu","Confucian","Yes, I’ve had an experience like this.","Yes.","Japan"
744,34.13,3.56,2.78,3.64,2.77,4.47,2.94,3.19,3.8,2.1,4.36,2.17,1,1.2,1,1.08,4.09,5.99,2.56,3.16,3.5,6.59,2.94,4.18,6.59,3.04,2.65,4.17,4.41,5.05,3.41,1,1,1.19,"Male","I know God really exists and I have no doubt about it.","Other","Shiite","Yes, I’ve had an experience like this.","Yes.","Japan"
745,36.5,4.55,2.85,3.9,3.52,4.89,4.65,3.9,2.5,3.27,3.94,3.45,1,1.73,1.41,1.17,3.66,5.41,2.91,4.24,4.74,4.12,4.81,2.8,2.98,5.07,3.64,5,4.64,5.14,4.12,1,2,1.45,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Spiritual but not religious","Buddhist","Yes, I’ve had an experience like this.","No","Japan"
746,38.08,3.54,2.73,5.02,3.38,5.29,2.99,3.64,2.87,1.67,5.15,2.8,1,0.96,1.59,0.54,3.6,2.58,3.04,4.75,4.93,2.64,3.36,4.39,4.99,4.9,5.28,2.24,4.07,3.02,4.2,1,1,1.08,"Female","I know God really exists and I have no doubt about it.","Free thinker","Confucian","Yes, I’ve had an experience like this.","Yes.","Japan"
747,41.29,4.28,5.04,6.63,4.51,2.87,5.22,1.2,3.43,2.71,6.17,2.76,1,1.66,1.07,0.39,5.21,3.61,2.99,4.19,5.45,3.03,2.52,4.49,5.22,4.84,2.24,4.3,4.88,4.45,3.49,1,1,0.66,"Male","I don’t believe in God","Sceptic","Sunni","Yes, I’ve had an experience like this.","Yes.","Japan"
748,39.36,5.2,2.86,3.12,4.27,6.63,2.35,3.28,3.14,2.15,3.86,4.11,1,1.6,2.13,1.51,6.19,4.82,4.47,1.79,4.59,4.16,4.67,4.02,5.7,5.18,2.31,3.67,3.22,6.07,3.42,3,1,0.44,"Male","Don't Know","Shinto","Other","No, I’ve never had an experience like this.","Yes.","Japan"
749,41.07,4.14,3.84,4.13,4.17,7.21,3.21,0.8,0.76,2.98,3.69,4.25,1,2.15,1.32,2.2,6.34,3.45,3.89,3.8,3.78,4.11,4.8,2.32,4.54,2.09,4.12,3.98,4.31,3.87,4.55,3,1,1.59,"Male","I know God really exists and I have no doubt about it.","Shinto","Daoist","No, I’ve never had an experience like this.","Yes.","Japan"
750,36.88,5.44,2.33,4.86,4.54,6.49,3.7,4.51,2.68,2.83,5.19,3.93,1,1.73,0.65,1.18,5.15,4.15,3.58,2.56,5.43,4.28,3.31,3.55,3.93,4.9,2.92,5.54,2.28,2.61,4.13,2,2,1.84,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Sunni","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
751,38.3,6.1,2.51,5.22,4.64,5,4.88,2.86,4.54,4.72,6.18,4.23,0,0.98,0.62,1.29,4.38,2.43,3.89,4.51,3.18,5.63,2.17,2.47,3.62,2.44,3.7,3.6,3.27,3.13,6.04,2,2,0.56,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
752,40.55,6.06,3.35,3.54,3.22,5.76,3.59,3.42,1.98,3.37,4.33,2.52,1,1.27,1.39,1.15,2.19,4.11,3.61,3.93,4.85,2.56,3.79,2.48,3.55,4.79,3.7,3.59,3.27,3.17,4.03,2,1,1.14,"Male","I don’t believe in God","Sceptic","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
753,39.19,6.25,1.25,5.22,5.82,3.08,4.31,2.92,3.29,2.82,6.28,3.33,1,1.99,2.73,1.09,4.03,2.8,5.83,6.24,5.64,5.1,4.85,4.8,3.84,1.97,4.45,1.53,2.72,4.51,3.79,3,2,1.31,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Non-religious","Sunni","No, I’ve never had an experience like this.","No","Japan"
754,37.4,5.78,1.49,5.11,4.46,3.12,4.07,1.47,2.13,3.4,6.14,2.83,1,1.26,0.78,1.86,3.24,3.13,4.46,3.23,4.43,5.41,3.48,4.09,4.95,2.59,4.01,3.74,5.35,4.84,4.54,2,2,0.88,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Christian","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
755,41.88,3.74,2.8,2.74,3.91,6.63,1.36,2.49,2.44,4.73,3.93,3.37,1,1.16,1,1.44,3.46,4.06,3.33,4.26,2.61,4.34,5.96,4.24,2.15,5.85,4,3.84,5.33,2.88,4.61,1,2,0.44,"Female","Don't Know","Humanist","Sunni","Yes, I’ve had an experience like this.","No","Japan"
756,43.41,4.53,1.8,6.12,5.37,4.44,2.98,2.66,4.69,3.29,5.24,3.47,1,1.61,1.45,0.54,4.58,4.26,4.6,3.77,5.59,3.85,3.88,3.61,3.67,5.79,3.48,5.22,5.3,5.46,4.83,2,1,1.17,"Female","I don’t believe in God","Christian","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
757,44.77,5.07,0.09,4.43,4.53,4.96,4.5,3.79,4.52,2.61,5.71,3.56,1,0.62,1.13,1.38,3.51,4.59,2.8,4.06,4.89,1.65,3.26,4.83,3.64,4.27,3.67,7.19,2.14,4.61,4.13,1,1,1.03,"Male","While I have doubts, I feel that I do believe in God","Sceptic","Daoist","Yes, I’ve had an experience like this.","Yes.","Japan"
758,44.15,4.31,4.56,4.89,3.95,2.54,4.95,3.28,3.03,2.81,5.31,2.49,1,1.38,1.41,0.86,5.51,2.06,3.34,3.68,3.36,1.99,4.67,3.8,1.59,5.64,3.27,3.64,2.88,4.72,2.28,1,1,1.09,"Female","Don't Know","Confucian","Catholic","Yes, I’ve had an experience like this.","Yes.","Japan"
759,42.39,2.95,4.65,4.23,2.42,6.41,3.9,2.68,3.59,3.89,4.16,3.59,1,1,1.61,1.09,4.71,3.29,2.96,2.47,6.06,3.03,4.83,5.05,4.51,1.91,4.05,4.96,5.32,4.85,7.07,2,2,0.88,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Secular","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
760,37.37,5.64,2.51,5.52,4.28,5.8,4.13,2.24,4.46,2.62,5.6,3.03,1,2.21,1.04,1.08,4.91,2.16,5.28,4.31,5.26,4.11,4.84,4.08,4.46,2.61,3.02,4.7,3.88,4.79,3.57,3,2,2.85,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Humanist","Sunni","No, I’ve never had an experience like this.","No","Japan"
761,39.5,4.59,3.09,5.35,3.94,4.83,1.85,3.24,3.38,0.29,6.02,1.98,1,1.01,0.29,1.41,4.16,3.73,3.52,4.15,3.26,1.38,4.18,4.31,4.69,4.29,4.48,4.91,4.49,3.88,5.33,3,1,2.32,"Male","Don't Know","Free thinker","Confucian","No, I’ve never had an experience like this.","Yes.","Japan"
762,45.96,3.77,1.78,4.16,2.91,6.96,3.19,2.41,3.16,3.11,4.72,2.82,1,1.87,1.14,0.64,2.99,4.4,4.44,4.98,4.05,4.79,5.25,3.71,3.12,4.18,2.98,3.6,3.69,4.36,3.37,3,2,0.84,"notSpec","I don’t know whether there is a God, and I don’t believe there is any way to find out","Buddhist","Protestant","No, I’ve never had an experience like this.","No","Japan"
763,40.72,6.48,3.55,4.54,4.85,4.77,2.85,3.29,3.11,1.68,5.12,4.42,1,1.26,0.39,1.52,2.07,3.55,3.99,4.35,3.13,4.92,4.42,6.14,4.33,3.71,4.12,4.02,0.1,3.73,2.96,1,2,1.25,"Male","Don't Know","Seeker","Catholic","Yes, I’ve had an experience like this.","No","Japan"
764,40.07,5.06,1.83,4.71,4.38,5.99,2.83,3.18,2.58,2.91,4.94,0.56,1,1.47,0.74,0.69,4.56,5.96,3.7,4.29,5.55,4.73,4.88,6.69,2.56,3.16,5.46,3.24,4.3,4.69,3.26,2,1,1.89,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Confucian","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Japan"
765,38.59,4.92,3.9,3.34,5.06,5.01,5.45,3.11,2.96,3.8,3.39,2.76,1,0.59,0.78,1.34,3.26,4.95,4.07,3.85,3.83,2.93,5.52,2.94,2.58,3.99,4.49,4.78,6.39,4.45,4.42,3,2,0.82,"Male","I don’t believe in God","Seeker","Catholic","No, I’ve never had an experience like this.","No","Japan"
766,43.32,5.8,2.74,4.38,4.75,6.08,3.96,3.27,1.63,3.18,5.3,4.09,1,1.21,1.27,1.12,5.01,3.16,4.25,2.6,5.5,2.91,3.06,3.85,5.18,5.05,4.14,6.02,4.91,2.65,4.26,3,1,1.79,"Male","While I have doubts, I feel that I do believe in God","Atheist","Sunni","No, I’ve never had an experience like this.","Yes.","Japan"
767,38.73,4.98,3.21,4.64,4.23,6.38,4.95,2.15,2.41,1.58,5,3.73,1,1.65,1.31,0.9,2.88,3.33,3.44,4.36,4.25,4.79,2.57,3.88,3.1,6.59,3.32,2.7,2.7,2.11,4.47,2,2,0.78,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Buddhist","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Japan"
